publicid,eventtype,origintime,modificationtime,longitude, latitude, magnitude, depth,magnitudetype, depthtype,evaluationmethod, evaluationstatus, evaluationmode, earthmodel, usedphasecount,usedstationcount,magnitudestationcount, minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
3265924,earthquake,2010-02-23T17:15:31.193Z,2013-07-09T14:46:00.000Z,167.31828,-44.82719,2.301,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,2,0.459,241,0.27576,0.209
3265922,outside of network interest,2010-02-23T17:07:40.260Z,2013-07-09T14:46:00.000Z,-179.797,-33.781,4.7,122.6,Mb,operator assigned,GROPE,reviewed,,nz1dr,21,14,,4.078,308,0.67661,
3265918,earthquake,2010-02-23T16:58:00.355Z,2013-07-09T14:46:00.000Z,177.62096,-38.70042,2.168,38.1247,ML,,GROPE,reviewed,,nz1dr,8,5,2,0.111,105,0.15456,0.238
3265917,earthquake,2010-02-23T16:55:44.408Z,2013-07-09T14:46:00.000Z,173.97368,-39.38966,1.476,24.2937,ML,,GROPE,reviewed,,nz1dr,7,4,1,0.079,212,0.26966,
3265904,earthquake,2010-02-23T16:20:25.126Z,2013-07-09T14:46:00.000Z,167.92986,-44.7536,2.488,93.3671,ML,,GROPE,reviewed,,nz1dr,11,8,8,0.079,141,0.14093,0.263
3276291,earthquake,2010-02-23T15:48:24.815Z,2013-07-09T14:59:00.000Z,166.15909,-46.21476,2.387,12,ML,operator assigned,GROPE,reviewed,,nz1dr,5,3,5,1.022,286,0.17775,0.226
3265894,earthquake,2010-02-23T15:47:31.300Z,2013-07-09T14:46:00.000Z,177.10806,-39.53402,2.182,24.4362,ML,,GROPE,reviewed,,nz1dr,10,7,4,0.128,150,0.27682,0.156
3265888,earthquake,2010-02-23T15:29:13.825Z,2013-07-09T14:46:00.000Z,176.7101,-37.8145,2.989,125.4608,ML,,GROPE,reviewed,,nz1dr,11,8,6,0.547,260,0.11972,0.277
3265878,earthquake,2010-02-23T14:56:22.389Z,2013-07-09T14:46:00.000Z,177.34621,-37.60461,2.421,109.9601,ML,,GROPE,reviewed,,nz1dr,10,6,4,0.378,271,0.19736,0.086
3276289,earthquake,2010-02-23T14:37:26.889Z,2013-07-09T14:59:00.000Z,165.95149,-46.0133,2.418,5,ML,operator assigned,GROPE,reviewed,,nz1dr,5,3,3,1.004,331,0.34778,0.228
3276287,earthquake,2010-02-23T14:36:30.942Z,2013-07-09T14:59:00.000Z,175.32939,-40.6653,1.816,33.6886,ML,,GROPE,reviewed,,nz1dr,7,4,4,0.189,231,0.17001,0.134
3265871,earthquake,2010-02-23T14:35:04.532Z,2013-07-09T14:46:00.000Z,175.60315,-37.71601,1.802,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,6,4,0.082,115,0.26855,0.255
3265870,earthquake,2010-02-23T14:32:20.269Z,2013-07-09T14:46:00.000Z,177.01999,-39.63641,1.943,49.7576,ML,,GROPE,reviewed,,nz1dr,8,5,3,0.050,159,0.07871,0.05
3265855,earthquake,2010-02-23T13:41:09.707Z,2013-07-10T10:50:00.000Z,174.11465,-39.6632,2.859,176.9324,ML,,GROPE,reviewed,,nz1dr,13,9,5,0.678,161,0.24443,0.49
3265835,earthquake,2010-02-23T12:43:54.058Z,2013-07-09T14:46:00.000Z,178.23686,-37.60917,2.131,31.9476,ML,,GROPE,reviewed,,nz1dr,8,4,3,0.390,291,0.17559,0.115
3265830,earthquake,2010-02-23T12:35:01.410Z,2013-07-09T14:46:00.000Z,178.09834,-36.28136,3.158,33,ML,operator assigned,GROPE,reviewed,,nz1dr,14,10,4,1.291,330,0.25435,0.184
3265811,earthquake,2010-02-23T11:30:24.140Z,2013-07-09T14:46:00.000Z,165.99319,-46.2269,2.6,5,ML,operator assigned,GROPE,reviewed,,nz1dr,6,4,6,1.112,293,0.33722,0.255
3265809,earthquake,2010-02-23T11:24:25.282Z,2013-07-09T14:46:00.000Z,174.97255,-40.64256,2.56,5,ML,operator assigned,GROPE,reviewed,,nz1dr,36,34,9,0.225,81,0.32216,0.162
3265806,earthquake,2010-02-23T11:18:07.261Z,2013-07-09T14:46:00.000Z,172.30583,-41.72748,2.541,95.8132,ML,,GROPE,reviewed,,nz1dr,16,12,4,0.376,104,0.17216,0.175
3265803,earthquake,2010-02-23T11:10:02.992Z,2013-07-09T14:46:00.000Z,177.57761,-38.66537,2.02,60.6674,ML,,GROPE,reviewed,,nz1dr,10,5,2,0.150,113,0.07913,0.143
3265782,earthquake,2010-02-23T09:49:46.535Z,2013-07-09T14:46:00.000Z,172.91798,-40.2141,2.483,5,ML,operator assigned,GROPE,reviewed,,nz1dr,5,3,3,0.680,315,0.39551,0.428
3265775,earthquake,2010-02-23T09:25:06.547Z,2013-07-09T14:46:00.000Z,176.79131,-39.86525,1.941,12,ML,operator assigned,GROPE,reviewed,,nz1dr,12,9,7,0.095,119,0.3035,0.17
3265772,earthquake,2010-02-23T09:11:18.853Z,2013-07-09T14:46:00.000Z,176.84245,-37.32521,2.587,184.6755,ML,,GROPE,reviewed,,nz1dr,6,4,2,0.958,345,0.16045,0.172
3276224,earthquake,2010-02-23T09:06:38.737Z,2013-07-09T14:59:00.000Z,177.37733,-38.53667,1.588,60.8024,ML,,GROPE,reviewed,,nz1dr,6,4,2,0.233,168,0.13617,0.049
3265770,earthquake,2010-02-23T09:05:11.143Z,2013-07-09T14:46:00.000Z,174.179,-41.76661,2.122,25.5688,ML,,GROPE,reviewed,,nz1dr,8,6,5,0.233,208,0.2256,0.322
3276219,earthquake,2010-02-23T08:19:27.259Z,2013-07-09T14:59:00.000Z,167.5536,-44.98104,2.577,67.0506,ML,,GROPE,reviewed,,nz1dr,14,10,10,0.405,191,0.15784,0.246
3265753,earthquake,2010-02-23T08:18:11.391Z,2013-07-09T14:46:00.000Z,175.16241,-39.76856,2.124,71.5736,ML,,GROPE,reviewed,,nz1dr,12,9,3,0.137,122,0.11812,0.105
3265729,earthquake,2010-02-23T07:18:41.073Z,2013-07-09T14:46:00.000Z,177.60913,-37.49382,2.352,95.2582,ML,,GROPE,reviewed,,nz1dr,7,4,2,0.297,305,0.22061,0.043
3276207,earthquake,2010-02-23T06:43:01.217Z,2013-07-09T14:59:00.000Z,175.66057,-41.72169,2.262,35.57,ML,,GROPE,reviewed,,nz1dr,11,7,6,0.322,280,0.13635,0.156
3265719,earthquake,2010-02-23T06:42:41.119Z,2013-07-09T14:46:00.000Z,170.38159,-46.01313,2.275,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,5,5,0.197,188,0.1415,0.355
3276203,earthquake,2010-02-23T06:24:57.113Z,2013-07-09T14:59:00.000Z,172.87115,-42.16389,2.041,5,ML,operator assigned,GROPE,reviewed,,nz1dr,5,4,4,0.400,182,0.16146,0.12
3265715,earthquake,2010-02-23T06:23:51.129Z,2013-07-09T14:46:00.000Z,174.0228,-42.28573,2.567,12,ML,operator assigned,GROPE,reviewed,,nz1dr,5,4,4,0.380,273,0.30573,0.16
3265713,earthquake,2010-02-23T06:17:47.434Z,2013-07-09T14:46:00.000Z,169.58737,-44.25784,2.15,12,ML,operator assigned,GROPE,reviewed,,nz1dr,6,4,5,0.448,96,0.21236,0.235
3265663,earthquake,2010-02-23T03:53:11.898Z,2013-07-09T14:45:00.000Z,176.45772,-40.6395,2.298,24.4538,ML,,GROPE,reviewed,,nz1dr,14,10,10,0.166,232,0.18901,0.201
3265647,earthquake,2010-02-23T03:10:44.878Z,2013-07-09T14:45:00.000Z,174.49922,-40.7371,2.446,41.104,ML,,GROPE,reviewed,,nz1dr,17,11,8,0.336,179,0.17814,0.124
3265632,quarry blast,2010-02-23T02:30:15.128Z,2013-07-09T14:45:00.000Z,170.42999,-45.36,2.468,0,ML,operator assigned,GROPE,reviewed,,nz1dr,6,6,7,0.349,191,0.77422,0.29
3265585,earthquake,2010-02-23T00:37:17.757Z,2013-07-09T14:45:00.000Z,166.84787,-45.08912,2.497,24.7236,ML,,GROPE,reviewed,,nz1dr,6,3,4,0.435,318,0.06269,0.176
3265575,outside of network interest,2010-02-23T00:12:00.436Z,2013-07-09T14:45:00.000Z,-178.55116,-33.00023,,515.9498,,,GROPE,reviewed,,nz1dr,15,11,,5.228,343,0.05999,
3265568,earthquake,2010-02-22T23:58:20.552Z,2013-07-09T14:45:00.000Z,176.82399,-39.87168,2.695,14.7052,ML,,GROPE,reviewed,,nz1dr,24,21,14,0.086,127,0.28188,0.132
3265560,earthquake,2010-02-22T23:41:33.068Z,2013-07-09T14:45:00.000Z,174.92924,-39.26742,2.111,33,ML,operator assigned,GROPE,reviewed,,nz1dr,18,13,14,0.194,211,0.19526,0.211
3265559,earthquake,2010-02-22T23:39:55.959Z,2013-07-09T14:45:00.000Z,176.45845,-37.14873,3.594,206.2696,ML,,GROPE,reviewed,,nz1dr,22,17,20,1.217,249,0.11868,0.208
3265557,earthquake,2010-02-22T23:35:35.384Z,2013-07-09T14:45:00.000Z,176.92575,-36.73625,3.932,264.0377,ML,,GROPE,reviewed,,nz1dr,34,31,24,1.228,287,0.22823,0.174
3265533,earthquake,2010-02-22T22:40:09.093Z,2013-07-09T14:45:00.000Z,177.55266,-37.7537,3.159,42.3621,ML,,GROPE,reviewed,,nz1dr,20,17,5,0.182,125,0.16356,0.154
3265528,earthquake,2010-02-22T22:32:23.210Z,2013-07-09T14:45:00.000Z,177.12823,-39.71843,2.102,12,ML,operator assigned,GROPE,reviewed,,nz1dr,8,6,5,0.070,247,0.18902,0.185
3265510,earthquake,2010-02-22T21:44:13.015Z,2013-07-09T14:45:00.000Z,176.77431,-39.67147,1.95,30.7503,ML,,GROPE,reviewed,,nz1dr,8,6,4,0.147,163,0.17266,0.059
3265507,earthquake,2010-02-22T21:36:40.998Z,2013-07-09T14:45:00.000Z,176.56825,-39.7539,2.286,27.3283,ML,,GROPE,reviewed,,nz1dr,12,9,7,0.188,82,0.1832,0.259
3265506,earthquake,2010-02-22T21:32:34.384Z,2013-07-09T14:45:00.000Z,175.57475,-40.73974,2.166,23.4748,ML,,GROPE,reviewed,,nz1dr,12,9,8,0.078,106,0.13234,0.188
3265499,earthquake,2010-02-22T21:10:20.266Z,2013-07-09T14:45:00.000Z,176.85773,-39.4172,2.34,30.8627,ML,,GROPE,reviewed,,nz1dr,13,10,10,0.128,87,0.26526,0.181
3265486,earthquake,2010-02-22T20:35:39.296Z,2013-07-09T14:45:00.000Z,177.56827,-37.74495,2.505,41.9903,ML,,GROPE,reviewed,,nz1dr,8,5,3,0.170,239,0.13298,0.23
3265482,earthquake,2010-02-22T20:22:53.417Z,2013-07-09T14:45:00.000Z,176.49429,-40.51363,2.368,26.1405,ML,,GROPE,reviewed,,nz1dr,15,10,6,0.054,204,0.21414,0.119
3265479,earthquake,2010-02-22T20:12:39.613Z,2013-07-09T14:45:00.000Z,176.78212,-38.06615,2.291,92.1967,ML,,GROPE,reviewed,,nz1dr,7,4,3,0.324,260,0.28926,0.107
3265451,earthquake,2010-02-22T19:00:05.758Z,2013-07-09T14:45:00.000Z,176.92592,-39.72518,2.257,42.3438,ML,,GROPE,reviewed,,nz1dr,9,7,6,0.080,128,0.20549,0.091
3265424,earthquake,2010-02-22T17:47:37.303Z,2013-07-09T14:45:00.000Z,168.59555,-44.60118,1.774,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,5,5,0.377,114,0.14676,0.161
3265418,earthquake,2010-02-22T17:27:32.015Z,2013-07-09T14:45:00.000Z,172.5903,-41.27176,2.862,185.9157,ML,,GROPE,reviewed,,nz1dr,12,8,4,0.447,165,0.17713,0.223
3265411,earthquake,2010-02-22T17:10:36.780Z,2013-07-09T14:45:00.000Z,176.72636,-39.63498,2.022,30.6985,ML,,GROPE,reviewed,,nz1dr,6,4,4,0.190,190,0.13153,0.125
3274753,earthquake,2010-02-22T17:10:13.312Z,2013-07-09T14:59:00.000Z,167.02048,-45.67325,2.537,88.7148,ML,,GROPE,reviewed,,nz1dr,11,7,5,0.227,263,0.16064,0.242
3265403,earthquake,2010-02-22T16:34:23.779Z,2013-07-09T14:45:00.000Z,179.59248,-38.84983,2.654,33,ML,operator assigned,GROPE,reviewed,,nz1dr,6,4,3,1.144,340,0.14096,0.217
3274749,earthquake,2010-02-22T16:16:01.691Z,2013-07-09T14:59:00.000Z,179.61871,-38.84308,2.718,33,ML,operator assigned,GROPE,reviewed,,nz1dr,9,6,3,1.161,325,0.2535,0.158
3265397,earthquake,2010-02-22T16:12:22.203Z,2013-07-09T14:45:00.000Z,179.092,-37.90314,1.978,33,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,3,0.681,312,0.29115,0.186
3265380,earthquake,2010-02-22T15:20:16.690Z,2013-07-09T14:45:00.000Z,174.48352,-40.87486,2.972,63.7537,ML,,GROPE,reviewed,,nz1dr,46,41,17,0.323,63,0.22177,0.124
3265374,earthquake,2010-02-22T14:55:34.144Z,2013-07-09T14:45:00.000Z,177.22977,-36.87477,3.194,170.7238,ML,,GROPE,reviewed,,nz1dr,12,8,6,0.985,300,0.06646,0.354
3265370,earthquake,2010-02-22T14:38:43.286Z,2013-07-09T14:45:00.000Z,178.89117,-35.26642,4.066,244.4741,ML,,GROPE,reviewed,,nz1dr,23,19,5,2.341,329,0.18465,0.202
3265369,earthquake,2010-02-22T14:36:27.402Z,2013-07-09T14:45:00.000Z,172.26599,-41.73087,1.691,98.9386,ML,,GROPE,reviewed,,nz1dr,11,6,1,0.346,105,0.18091,
3273877,earthquake,2010-02-22T14:26:29.773Z,2013-07-09T14:59:00.000Z,178.46489,-38.59807,2.06,26.8057,ML,,GROPE,reviewed,,nz1dr,10,7,4,0.231,252,0.20124,0.264
3265367,earthquake,2010-02-22T14:24:32.668Z,2013-07-09T14:45:00.000Z,166.87523,-45.21509,2.42,12,ML,operator assigned,GROPE,reviewed,,nz1dr,8,6,8,0.319,272,0.30669,0.246
3273874,earthquake,2010-02-22T14:18:55.326Z,2013-07-09T14:59:00.000Z,175.56334,-39.277,1.053,0,ML,operator assigned,GROPE,reviewed,,nz1dr,2,2,2,0.000,208,0.33929,0.067
3265366,earthquake,2010-02-22T14:18:28.526Z,2013-07-09T14:45:00.000Z,165.92336,-46.26411,2.699,33,ML,operator assigned,GROPE,reviewed,,nz1dr,7,5,7,1.173,295,0.37785,0.226
3265364,earthquake,2010-02-22T14:12:52.625Z,2013-07-09T14:45:00.000Z,176.75038,-38.02658,1.197,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,3,0.072,171,0.09173,0.214
3265355,earthquake,2010-02-22T13:48:20.993Z,2013-07-09T14:45:00.000Z,173.49522,-40.2701,2.443,176.5968,ML,,GROPE,reviewed,,nz1dr,11,6,2,0.923,193,0.25698,0.205
3265349,earthquake,2010-02-22T13:27:10.135Z,2013-07-09T14:45:00.000Z,176.73439,-38.06052,1.606,2,ML,operator assigned,GROPE,reviewed,,nz1dr,13,8,5,0.013,149,0.11126,0.191
3265348,earthquake,2010-02-22T13:25:13.083Z,2013-07-09T14:45:00.000Z,176.73114,-38.06,1.564,2,ML,operator assigned,GROPE,reviewed,,nz1dr,16,9,5,0.015,116,0.1141,0.171
3273868,earthquake,2010-02-22T13:23:34.170Z,2013-07-09T14:59:00.000Z,175.33795,-41.25048,1.664,26.5085,ML,,GROPE,reviewed,,nz1dr,8,4,4,0.153,148,0.09328,0.063
3265346,earthquake,2010-02-22T13:20:11.665Z,2013-07-09T14:45:00.000Z,176.73935,-38.05946,1.909,2,ML,operator assigned,GROPE,reviewed,,nz1dr,15,11,7,0.009,67,0.14362,0.184
3265345,outside of network interest,2010-02-22T13:16:53.287Z,2013-07-09T14:45:00.000Z,179.66447,-34.32171,,174.352,,,GROPE,reviewed,,nz1dr,9,5,,3.753,348,0.10225,
3265338,earthquake,2010-02-22T12:53:11.613Z,2013-07-09T14:45:00.000Z,177.75365,-37.30928,1.794,51.1467,ML,,GROPE,reviewed,,nz1dr,8,4,2,0.448,305,0.23465,0.117
3265333,earthquake,2010-02-22T12:35:52.403Z,2013-07-09T14:45:00.000Z,174.42435,-40.26371,2.062,12,ML,operator assigned,GROPE,reviewed,,nz1dr,12,7,7,0.665,221,0.17357,0.268
3265327,earthquake,2010-02-22T12:20:12.486Z,2013-07-09T14:45:00.000Z,177.71756,-38.57982,2.304,29.0764,ML,,GROPE,reviewed,,nz1dr,13,10,6,0.132,83,0.23776,0.328
3265323,earthquake,2010-02-22T12:11:39.734Z,2013-07-09T14:45:00.000Z,176.82014,-39.86465,2.045,16.7903,ML,,GROPE,reviewed,,nz1dr,14,12,7,0.081,125,0.32805,0.158
3265322,earthquake,2010-02-22T12:10:23.742Z,2013-07-09T14:44:00.000Z,176.74217,-38.05914,1.466,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,7,6,0.007,131,0.21692,0.189
3265318,earthquake,2010-02-22T11:58:24.244Z,2013-07-09T14:44:00.000Z,177.991,-38.47365,2.238,29.0171,ML,,GROPE,reviewed,,nz1dr,11,9,4,0.170,110,0.2307,0.1
3265317,earthquake,2010-02-22T11:55:25.067Z,2013-07-09T14:44:00.000Z,168.01295,-44.34471,2.151,5,ML,operator assigned,GROPE,reviewed,,nz1dr,6,4,7,0.336,233,0.24971,0.354
3265314,earthquake,2010-02-22T11:45:49.687Z,2013-07-09T14:44:00.000Z,174.89842,-39.4451,3.116,160.9757,ML,,GROPE,reviewed,,nz1dr,18,13,13,0.318,182,0.16287,0.242
3265313,earthquake,2010-02-22T11:43:03.493Z,2013-07-09T14:44:00.000Z,175.48134,-41.09895,1.749,25.2139,ML,,GROPE,reviewed,,nz1dr,12,8,7,0.062,102,0.07909,0.165
3265312,earthquake,2010-02-22T11:40:07.138Z,2013-07-09T14:44:00.000Z,173.80591,-41.35711,2.424,54.5082,ML,,GROPE,reviewed,,nz1dr,14,12,8,0.127,122,0.29932,0.184
3265303,earthquake,2010-02-22T11:16:52.933Z,2013-07-09T14:44:00.000Z,172.34445,-41.4123,2.245,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,3,0.525,143,0.08501,0.33
3273837,earthquake,2010-02-22T11:04:53.053Z,2013-07-09T14:59:00.000Z,176.68677,-37.92995,1.695,102.4022,ML,,GROPE,reviewed,,nz1dr,6,3,2,0.470,304,0.2521,0.023
3273835,earthquake,2010-02-22T10:47:56.542Z,2013-07-09T14:59:00.000Z,170.79961,-43.03028,2.257,21.6235,ML,,GROPE,reviewed,,nz1dr,5,3,3,0.065,308,0.14198,0.303
3265277,earthquake,2010-02-22T09:52:19.615Z,2013-07-09T14:44:00.000Z,166.84813,-45.28255,2.426,12,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,10,0.283,281,0.21076,0.244
3265270,earthquake,2010-02-22T09:33:23.335Z,2013-07-09T14:44:00.000Z,175.68979,-38.99506,1.606,5,ML,,GROPE,reviewed,,nz1dr,17,14,17,0.019,67,0.16543,0.243
3265268,earthquake,2010-02-22T09:30:59.970Z,2013-07-09T14:44:00.000Z,175.68207,-38.99114,1.709,5,ML,,GROPE,reviewed,,nz1dr,18,14,5,0.017,99,0.10723,0.157
3265248,earthquake,2010-02-22T08:40:33.525Z,2013-07-09T14:44:00.000Z,175.68027,-38.98841,1.669,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,10,11,0.016,104,0.08417,0.224
3265247,earthquake,2010-02-22T08:39:20.705Z,2013-07-09T14:44:00.000Z,175.68788,-38.99465,1.912,5,ML,operator assigned,GROPE,reviewed,,nz1dr,21,17,5,0.019,58,0.14701,0.214
3265243,earthquake,2010-02-22T08:31:16.706Z,2013-07-09T14:44:00.000Z,175.68721,-38.99538,1.924,5,ML,operator assigned,GROPE,reviewed,,nz1dr,20,18,4,0.020,58,0.14554,0.194
3265231,earthquake,2010-02-22T07:55:15.493Z,2013-07-09T14:44:00.000Z,167.44643,-45.10165,2.931,117.9082,ML,,GROPE,reviewed,,nz1dr,16,12,3,0.419,190,0.12645,0.065
3265222,earthquake,2010-02-22T07:29:14.543Z,2013-07-09T14:44:00.000Z,172.58273,-43.46491,2.276,14.995,ML,,GROPE,reviewed,,nz1dr,9,5,3,0.115,184,0.11925,0.133
3265216,earthquake,2010-02-22T07:14:54.675Z,2013-07-09T14:44:00.000Z,175.69373,-39.00248,1.703,5,ML,operator assigned,GROPE,reviewed,,nz1dr,18,14,4,0.026,70,0.08917,0.164
3265209,earthquake,2010-02-22T07:00:24.723Z,2013-07-09T14:44:00.000Z,175.69542,-39.00097,1.872,5.7621,ML,,GROPE,reviewed,,nz1dr,22,17,7,0.024,70,0.10335,0.166
3265208,earthquake,2010-02-22T06:59:26.027Z,2013-07-09T14:44:00.000Z,175.68988,-39.00089,1.745,5,ML,operator assigned,GROPE,reviewed,,nz1dr,14,11,5,0.024,106,0.06649,0.187
3265207,earthquake,2010-02-22T06:57:36.639Z,2013-07-09T14:44:00.000Z,175.69774,-38.99971,1.843,5.2088,ML,,GROPE,reviewed,,nz1dr,18,15,4,0.023,69,0.11274,0.174
3265206,earthquake,2010-02-22T06:55:23.988Z,2013-07-09T14:44:00.000Z,175.69807,-39.00389,1.814,5,ML,operator assigned,GROPE,reviewed,,nz1dr,23,19,6,0.027,71,0.16115,0.14
3265197,earthquake,2010-02-22T06:36:19.667Z,2013-07-09T14:44:00.000Z,175.69536,-38.99888,1.871,5,ML,operator assigned,GROPE,reviewed,,nz1dr,21,20,8,0.022,93,0.15459,0.163
3265195,earthquake,2010-02-22T06:31:05.894Z,2013-07-09T14:44:00.000Z,174.47423,-39.38585,3.084,165.3663,ML,,GROPE,reviewed,,nz1dr,14,12,5,0.541,213,0.14112,0.238
3265194,earthquake,2010-02-22T06:29:05.804Z,2013-07-09T14:44:00.000Z,175.69429,-38.99687,2.169,5,ML,,GROPE,reviewed,,nz1dr,29,24,14,0.020,57,0.17123,0.207
3265191,earthquake,2010-02-22T06:24:14.461Z,2013-07-09T14:44:00.000Z,175.67618,-38.99562,1.674,5,ML,operator assigned,GROPE,reviewed,,nz1dr,14,9,4,0.024,146,0.0493,0.137
3265190,earthquake,2010-02-22T06:21:47.735Z,2013-07-09T14:44:00.000Z,175.69028,-38.99465,2.35,5,ML,operator assigned,GROPE,reviewed,,nz1dr,35,27,16,0.018,58,0.20001,0.228
3265189,earthquake,2010-02-22T06:20:49.914Z,2013-07-09T14:44:00.000Z,175.70103,-38.99995,1.995,5,ML,operator assigned,GROPE,reviewed,,nz1dr,18,15,12,0.024,98,0.12717,0.195
3265186,earthquake,2010-02-22T06:17:00.332Z,2013-07-09T14:44:00.000Z,174.40683,-40.51046,2.188,82.1994,ML,,GROPE,reviewed,,nz1dr,12,8,3,0.471,134,0.30598,0.117
3265184,earthquake,2010-02-22T06:12:35.418Z,2013-07-09T14:44:00.000Z,175.68893,-38.99766,1.751,5,ML,operator assigned,GROPE,reviewed,,nz1dr,15,12,5,0.105,138,0.10081,0.125
3265183,earthquake,2010-02-22T06:11:18.944Z,2013-07-09T14:44:00.000Z,175.68477,-38.99557,1.422,5,ML,operator assigned,GROPE,reviewed,,nz1dr,13,9,9,0.106,140,0.06466,0.246
3273439,earthquake,2010-02-22T06:08:35.551Z,2013-07-09T14:59:00.000Z,175.43462,-41.15451,1.916,17.0922,ML,,GROPE,reviewed,,nz1dr,12,10,9,0.051,71,0.12426,0.202
3265181,earthquake,2010-02-22T06:07:45.820Z,2013-07-09T14:44:00.000Z,175.69557,-38.99528,1.81,5,ML,operator assigned,GROPE,reviewed,,nz1dr,22,18,6,0.109,91,0.14921,0.145
3265178,earthquake,2010-02-22T06:02:42.618Z,2013-07-09T14:44:00.000Z,175.70255,-38.99892,2.13,6.7573,ML,,GROPE,reviewed,,nz1dr,22,15,12,0.108,115,0.14398,0.193
3273436,earthquake,2010-02-22T06:01:22.750Z,2013-07-09T14:59:00.000Z,175.73401,-39.01658,1.793,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,7,5,0.107,143,0.07227,0.066
3265176,earthquake,2010-02-22T06:00:50.657Z,2013-07-09T14:44:00.000Z,175.70068,-39.00126,1.854,5,ML,operator assigned,GROPE,reviewed,,nz1dr,14,11,4,0.105,132,0.17717,0.184
3265174,earthquake,2010-02-22T05:59:09.128Z,2013-07-09T14:44:00.000Z,170.49335,-43.48224,1.808,5,ML,operator assigned,GROPE,reviewed,,nz1dr,6,4,4,0.443,152,0.29463,0.376
3265173,earthquake,2010-02-22T05:55:41.439Z,2013-07-09T14:44:00.000Z,175.69844,-38.99633,2.197,5,ML,operator assigned,GROPE,reviewed,,nz1dr,30,24,15,0.020,57,0.22037,0.182
3265171,earthquake,2010-02-22T05:52:01.545Z,2013-07-09T14:44:00.000Z,175.70282,-38.99509,1.962,5,ML,operator assigned,GROPE,reviewed,,nz1dr,22,19,8,0.112,116,0.18456,0.162
3265170,earthquake,2010-02-22T05:50:42.369Z,2013-07-09T14:44:00.000Z,175.69124,-38.99348,2.267,6.598,ML,,GROPE,reviewed,,nz1dr,28,23,17,0.110,58,0.21312,0.213
3273295,earthquake,2010-02-22T05:48:42.922Z,2013-07-09T14:59:00.000Z,175.70212,-38.98914,2.329,9.3143,ML,,GROPE,reviewed,,nz1dr,22,18,14,0.117,117,0.14243,0.221
3265169,earthquake,2010-02-22T05:48:30.532Z,2013-07-09T14:44:00.000Z,175.69542,-38.99558,1.826,7.0482,ML,,GROPE,reviewed,,nz1dr,23,18,7,0.109,117,0.14118,0.113
3273425,earthquake,2010-02-22T05:44:36.014Z,2013-07-09T14:59:00.000Z,175.69089,-38.98891,1.88,5,ML,operator assigned,GROPE,reviewed,,nz1dr,15,12,7,0.013,120,0.27374,0.12
3265166,earthquake,2010-02-22T05:43:55.887Z,2013-07-09T14:44:00.000Z,175.70091,-38.99752,1.837,5.4117,ML,,GROPE,reviewed,,nz1dr,19,14,5,0.021,107,0.15726,0.143
3265165,earthquake,2010-02-22T05:41:06.056Z,2013-07-09T14:44:00.000Z,175.6821,-38.98677,2.427,5,ML,operator assigned,GROPE,reviewed,,nz1dr,27,24,20,0.014,60,0.24126,0.274
3265163,earthquake,2010-02-22T05:38:14.846Z,2013-07-09T14:44:00.000Z,175.69366,-39.00263,1.879,5,ML,operator assigned,GROPE,reviewed,,nz1dr,14,12,7,0.026,108,0.08271,0.174
3265149,earthquake,2010-02-22T05:02:24.963Z,2013-07-09T14:44:00.000Z,175.68677,-38.99765,1.863,5,ML,operator assigned,GROPE,reviewed,,nz1dr,18,15,8,0.022,103,0.09271,0.152
3265148,earthquake,2010-02-22T05:01:32.907Z,2013-07-09T14:44:00.000Z,175.6824,-38.99441,1.803,5,ML,operator assigned,GROPE,reviewed,,nz1dr,16,12,5,0.020,101,0.20639,0.086
3265145,earthquake,2010-02-22T04:54:54.066Z,2013-07-09T14:44:00.000Z,175.67882,-38.99739,1.344,4.9647,ML,,GROPE,reviewed,,nz1dr,11,7,7,0.024,153,0.07986,0.249
3265139,earthquake,2010-02-22T04:38:52.426Z,2013-07-09T14:44:00.000Z,175.69774,-39.52261,1.45,19.4695,ML,,GROPE,reviewed,,nz1dr,9,5,4,0.209,316,0.06561,0.102
3265162,earthquake,2010-02-22T04:36:30.351Z,2013-07-09T14:44:00.000Z,174.56566,-41.17213,1.841,33.1265,ML,,GROPE,reviewed,,nz1dr,5,4,4,0.222,171,0.0844,0.146
3265125,earthquake,2010-02-22T03:54:19.360Z,2013-07-09T14:44:00.000Z,177.79889,-39.19183,2.495,21.9275,ML,,GROPE,reviewed,,nz1dr,16,12,5,0.092,187,0.26182,0.106
3265111,earthquake,2010-02-22T03:16:34.239Z,2013-07-09T14:44:00.000Z,175.39381,-40.52186,2.426,33.5829,ML,,GROPE,reviewed,,nz1dr,19,14,7,0.198,171,0.17941,0.116
