publicid,eventtype,origintime,modificationtime,longitude, latitude, magnitude, depth,magnitudetype, depthtype,evaluationmethod, evaluationstatus, evaluationmode, earthmodel, usedphasecount,usedstationcount,magnitudestationcount, minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
3254315,earthquake,2010-02-09T03:51:19.152Z,2013-07-09T14:18:00.000Z,175.52669,-40.87663,1.698,24.2585,ML,,GROPE,reviewed,,nz1dr,11,5,5,0.024,120,0.20721,0.22
3254261,earthquake,2010-02-09T01:14:47.791Z,2013-07-09T14:18:00.000Z,166.9848,-45.54928,2.665,61.9001,ML,,GROPE,reviewed,,nz1dr,16,9,10,0.145,246,0.13639,0.204
3263643,earthquake,2010-02-09T01:07:19.355Z,2013-07-09T14:38:00.000Z,176.75212,-40.06942,1.958,54.9032,ML,,GROPE,reviewed,,nz1dr,8,4,4,0.092,138,0.25831,0.091
3254251,earthquake,2010-02-09T01:06:16.738Z,2013-07-09T14:18:00.000Z,172.8495,-41.41394,2.421,101.0029,ML,,GROPE,reviewed,,nz1dr,13,8,3,0.352,90,0.25815,0.157
3254205,earthquake,2010-02-08T22:59:06.091Z,2013-07-09T14:18:00.000Z,175.80843,-40.88574,1.376,25.58,ML,,GROPE,reviewed,,nz1dr,7,4,4,0.123,207,0.13921,0.248
3254188,earthquake,2010-02-08T22:08:11.745Z,2013-07-09T14:18:00.000Z,177.86134,-38.57525,2.332,24.9193,ML,,GROPE,reviewed,,nz1dr,11,8,2,0.153,126,0.32091,0.134
3254172,outside of network interest,2010-02-08T21:21:16.266Z,2013-07-09T14:18:00.000Z,179.37524,-34.3976,,33,,operator assigned,GROPE,reviewed,,nz1dr,10,6,,3.277,349,0.11543,
3254167,earthquake,2010-02-08T21:07:33.182Z,2013-07-09T14:18:00.000Z,178.27367,-38.34753,2.405,12,ML,operator assigned,GROPE,reviewed,,nz1dr,8,6,4,0.147,199,0.3696,0.106
3254163,earthquake,2010-02-08T20:56:10.075Z,2013-07-09T14:18:00.000Z,171.40268,-42.68227,2.621,24.335,ML,,GROPE,reviewed,,nz1dr,10,6,9,0.648,145,0.1771,0.352
3254152,earthquake,2010-02-08T20:24:58.202Z,2013-07-09T14:18:00.000Z,177.02892,-38.45374,2.223,2,ML,operator assigned,GROPE,reviewed,,nz1dr,15,9,5,0.203,110,0.19399,0.103
3254147,earthquake,2010-02-08T20:03:35.776Z,2013-07-09T14:18:00.000Z,176.00032,-38.08673,3.415,141.3084,ML,,GROPE,reviewed,,nz1dr,25,21,30,0.892,232,0.31633,0.236
3254128,earthquake,2010-02-08T19:12:17.608Z,2013-07-09T14:18:00.000Z,176.4286,-40.13089,2.154,48.2895,ML,,GROPE,reviewed,,nz1dr,15,11,11,0.065,85,0.15205,0.195
3254122,earthquake,2010-02-08T18:57:50.669Z,2013-07-09T14:18:00.000Z,175.73119,-39.01103,1.175,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,5,5,0.045,147,0.06349,0.232
3254118,earthquake,2010-02-08T18:51:41.686Z,2013-07-09T14:18:00.000Z,175.68668,-38.98817,1.046,5,ML,operator assigned,GROPE,reviewed,,nz1dr,6,4,4,0.013,178,0.15278,0.249
3254112,earthquake,2010-02-08T18:29:18.495Z,2013-07-09T14:18:00.000Z,176.30434,-37.56347,2.944,137.947,ML,,GROPE,reviewed,,nz1dr,5,3,4,1.237,314,0.04285,0.218
3254099,earthquake,2010-02-08T17:55:54.633Z,2013-07-09T14:18:00.000Z,175.51596,-38.81289,2.938,143.9423,ML,,GROPE,reviewed,,nz1dr,7,5,5,0.800,315,0.05515,0.46
3254091,earthquake,2010-02-08T17:29:03.269Z,2013-07-09T14:18:00.000Z,175.68881,-38.92503,1.262,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,6,0.052,167,0.11237,0.31
3254088,earthquake,2010-02-08T17:22:02.422Z,2013-07-09T14:18:00.000Z,175.6933,-38.92382,1.149,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,5,0.053,165,0.10873,0.264
3254077,earthquake,2010-02-08T16:54:18.525Z,2013-07-09T14:18:00.000Z,166.70026,-45.36356,3.658,12,ML,operator assigned,GROPE,reviewed,,nz1dr,10,8,7,0.336,259,0.18953,0.147
3265554,earthquake,2010-02-08T16:53:54.195Z,2013-07-09T14:45:00.000Z,174.80289,-41.03001,2.376,33,ML,operator assigned,GROPE,reviewed,,nz1dr,24,19,10,0.186,98,0.18065,0.104
3254072,earthquake,2010-02-08T16:34:01.593Z,2013-07-09T14:18:00.000Z,173.20045,-39.97657,2.264,5,ML,operator assigned,GROPE,reviewed,,nz1dr,13,10,11,0.869,186,0.18674,0.257
3254066,earthquake,2010-02-08T16:19:32.120Z,2013-07-09T14:18:00.000Z,176.52809,-40.17142,2.236,46.1226,ML,,GROPE,reviewed,,nz1dr,18,12,14,0.125,78,0.17801,0.207
3254059,earthquake,2010-02-08T16:03:35.251Z,2013-07-09T14:18:00.000Z,172.30347,-41.7124,,93.1024,,,GROPE,reviewed,,nz1dr,10,5,,0.375,106,0.09138,
3254056,earthquake,2010-02-08T15:56:04.058Z,2013-07-09T14:18:00.000Z,177.72522,-38.64445,2.108,22.6197,ML,,GROPE,reviewed,,nz1dr,11,8,4,0.069,152,0.25509,0.122
3254055,earthquake,2010-02-08T15:50:18.944Z,2013-07-09T14:18:00.000Z,175.79222,-38.09361,2.967,164.3382,ML,,GROPE,reviewed,,nz1dr,12,9,9,1.052,255,0.22686,0.305
3254054,earthquake,2010-02-08T15:48:44.193Z,2013-07-09T14:18:00.000Z,177.46609,-39.10067,1.803,26.5979,ML,,GROPE,reviewed,,nz1dr,11,8,5,0.179,166,0.26743,0.078
3265541,earthquake,2010-02-08T15:29:21.328Z,2013-07-09T14:45:00.000Z,172.90776,-42.49734,2.289,5,ML,operator assigned,GROPE,reviewed,,nz1dr,6,4,4,0.550,189,0.16158,0.501
3254047,earthquake,2010-02-08T15:27:51.803Z,2013-07-09T14:17:00.000Z,175.69731,-39.00876,1.157,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,5,6,0.032,138,0.04317,0.237
3254034,earthquake,2010-02-08T14:56:29.871Z,2013-07-09T14:17:00.000Z,175.69444,-39.00528,1.163,6.4342,ML,,GROPE,reviewed,,nz1dr,9,6,6,0.029,144,0.05744,0.292
3265536,earthquake,2010-02-08T14:42:20.264Z,2013-07-09T14:45:00.000Z,175.70619,-39.01204,1.348,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,5,4,0.036,137,0.09301,0.235
3254030,earthquake,2010-02-08T14:41:29.254Z,2013-07-09T14:17:00.000Z,166.72725,-45.93677,2.166,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,5,6,0.557,257,0.26642,0.2
3254027,earthquake,2010-02-08T14:36:55.509Z,2013-07-09T14:17:00.000Z,175.69809,-39.00769,1.197,4.9315,ML,,GROPE,reviewed,,nz1dr,8,6,6,0.031,137,0.05927,0.25
3254025,earthquake,2010-02-08T14:33:46.087Z,2013-07-09T14:17:00.000Z,175.67888,-39.00079,1.534,5,ML,operator assigned,GROPE,reviewed,,nz1dr,25,20,5,0.027,58,0.13534,0.106
3254022,earthquake,2010-02-08T14:23:59.904Z,2013-07-09T15:48:00.000Z,177.51897,-36.91319,2.391,130.521,ML,,GROPE,reviewed,,nz1dr,7,4,4,0.869,325,0.67817,0.123
3254019,earthquake,2010-02-08T14:14:30.081Z,2013-07-09T14:17:00.000Z,176.61433,-40.14186,2.657,25.3903,ML,,GROPE,reviewed,,nz1dr,27,22,13,0.127,113,0.275,0.17
3254018,earthquake,2010-02-08T14:09:51.639Z,2013-07-09T14:17:00.000Z,172.47536,-41.2084,2.167,5,ML,operator assigned,GROPE,reviewed,,nz1dr,6,4,4,0.383,143,0.12042,0.39
3254002,earthquake,2010-02-08T13:18:42.682Z,2013-07-09T14:17:00.000Z,178.18974,-38.91434,2.269,28.0254,ML,,GROPE,reviewed,,nz1dr,17,12,5,0.239,219,0.3042,0.098
3265016,earthquake,2010-02-08T13:15:27.896Z,2013-07-09T14:44:00.000Z,176.7637,-40.4276,1.482,17.4366,ML,,GROPE,reviewed,,nz1dr,6,3,2,0.187,314,0.06086,0.209
3254001,earthquake,2010-02-08T13:15:12.607Z,2013-07-09T14:17:00.000Z,167.51498,-44.97737,2.13,97.6399,ML,,GROPE,reviewed,,nz1dr,11,6,5,0.421,197,0.32455,0.21
3265007,earthquake,2010-02-08T13:12:46.076Z,2013-07-09T14:43:00.000Z,176.81371,-39.71296,1.611,28.3373,ML,,GROPE,reviewed,,nz1dr,10,6,6,0.096,169,0.29707,0.167
3254000,earthquake,2010-02-08T13:11:29.081Z,2013-07-09T14:17:00.000Z,167.42064,-45.05115,2.378,93.2304,ML,,GROPE,reviewed,,nz1dr,12,8,8,0.456,200,0.20635,0.311
3253997,earthquake,2010-02-08T13:00:48.030Z,2013-07-09T14:17:00.000Z,176.85115,-38.07484,2.027,69.4616,ML,,GROPE,reviewed,,nz1dr,9,6,3,0.276,233,0.15214,0.257
3253989,earthquake,2010-02-08T12:31:02.821Z,2013-07-09T14:17:00.000Z,173.96211,-39.6003,2.885,180.1934,ML,,GROPE,reviewed,,nz1dr,14,11,11,1.606,243,0.22916,0.223
3253988,earthquake,2010-02-08T12:28:14.410Z,2013-07-09T14:17:00.000Z,174.82837,-41.11161,1.779,27.7304,ML,,GROPE,reviewed,,nz1dr,12,7,6,0.180,118,0.11457,0.137
3253984,earthquake,2010-02-08T12:11:14.271Z,2013-07-09T14:17:00.000Z,177.0892,-39.55711,2.385,33,ML,operator assigned,GROPE,reviewed,,nz1dr,24,19,5,0.103,144,0.28881,0.079
3253979,earthquake,2010-02-08T11:57:50.906Z,2013-07-09T14:17:00.000Z,166.52646,-45.88015,2.358,12,ML,operator assigned,GROPE,reviewed,,nz1dr,5,4,3,0.604,273,0.24845,0.193
3253978,earthquake,2010-02-08T11:49:27.635Z,2013-07-09T14:17:00.000Z,170.12495,-43.98712,1.876,5,ML,operator assigned,GROPE,reviewed,,nz1dr,6,4,6,0.402,187,0.15108,0.396
3253977,earthquake,2010-02-08T11:45:58.260Z,2013-07-09T14:17:00.000Z,166.93295,-45.22487,2.977,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,8,5,0.849,249,0.15673,0.102
3253961,earthquake,2010-02-08T10:49:41.215Z,2013-07-09T14:17:00.000Z,166.80791,-45.42639,2.273,12,ML,operator assigned,GROPE,reviewed,,nz1dr,8,5,9,0.247,293,0.32046,0.209
3253948,earthquake,2010-02-08T10:10:37.723Z,2013-07-09T14:17:00.000Z,177.57942,-38.63962,2.934,33,ML,operator assigned,GROPE,reviewed,,nz1dr,35,29,15,0.158,42,0.29266,0.153
3263675,earthquake,2010-02-08T09:45:55.789Z,2013-07-09T14:39:00.000Z,175.39595,-39.16778,1.466,14.4312,ML,,GROPE,reviewed,,nz1dr,19,14,13,0.100,130,0.09894,0.288
3253939,earthquake,2010-02-08T09:44:36.998Z,2013-07-09T14:17:00.000Z,178.46744,-37.91465,2.057,19.2749,ML,,GROPE,reviewed,,nz1dr,7,4,4,0.230,246,0.19345,0.148
3253938,earthquake,2010-02-08T09:42:37.430Z,2013-07-09T14:17:00.000Z,176.45381,-37.90046,2.536,112.0723,ML,,GROPE,reviewed,,nz1dr,11,7,4,0.631,252,0.15437,0.156
3253936,earthquake,2010-02-08T09:35:53.720Z,2013-07-09T14:17:00.000Z,177.1734,-39.52311,3.035,33,ML,operator assigned,GROPE,reviewed,,nz1dr,54,50,25,0.155,148,0.24244,0.194
3253928,earthquake,2010-02-08T09:14:02.459Z,2013-07-09T14:17:00.000Z,176.46904,-40.83089,1.721,12,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,4,0.226,304,0.19043,0.539
3253918,earthquake,2010-02-08T08:43:42.159Z,2013-07-09T14:17:00.000Z,174.36685,-40.51485,2.189,83.4784,ML,,GROPE,reviewed,,nz1dr,23,18,8,0.445,84,0.27012,0.187
3263653,earthquake,2010-02-08T08:42:32.639Z,2013-07-09T14:38:00.000Z,176.45335,-37.94858,2.331,103.3753,ML,,GROPE,reviewed,,nz1dr,10,5,4,0.605,249,0.28168,0.262
3263648,earthquake,2010-02-08T08:24:25.351Z,2013-07-09T14:38:00.000Z,177.49995,-38.89697,2.401,58.2347,ML,,GROPE,reviewed,,nz1dr,19,12,9,0.169,75,0.15846,0.168
3253909,earthquake,2010-02-08T08:24:07.622Z,2013-07-09T14:17:00.000Z,174.72105,-40.22593,2.394,12,ML,operator assigned,GROPE,reviewed,,nz1dr,31,23,27,0.511,71,0.27458,0.245
3253878,earthquake,2010-02-08T06:45:06.131Z,2013-07-09T14:17:00.000Z,175.86386,-37.76708,3.471,257.0828,ML,,GROPE,reviewed,,nz1dr,19,14,19,1.101,231,0.29003,0.231
3253875,earthquake,2010-02-08T06:36:09.340Z,2013-07-09T14:17:00.000Z,175.39493,-39.16093,1.426,14.9886,ML,,GROPE,reviewed,,nz1dr,13,8,9,0.094,241,0.07149,0.323
3253862,earthquake,2010-02-08T05:56:51.950Z,2013-07-09T14:17:00.000Z,171.99557,-42.17546,2.511,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,6,7,0.641,152,0.18379,0.294
3253837,earthquake,2010-02-08T04:46:08.977Z,2013-07-09T14:17:00.000Z,176.8013,-39.68844,2.128,26.1058,ML,,GROPE,reviewed,,nz1dr,9,6,5,0.122,105,0.25551,0.226
3253833,earthquake,2010-02-08T04:31:34.084Z,2013-07-09T14:17:00.000Z,178.14972,-37.75148,2.635,45.1839,ML,,GROPE,reviewed,,nz1dr,11,7,5,0.225,131,0.24624,0.249
3253809,earthquake,2010-02-08T03:18:31.598Z,2013-07-09T14:17:00.000Z,175.38971,-39.16418,1.424,14.8748,ML,,GROPE,reviewed,,nz1dr,14,8,8,0.099,187,0.07292,0.325
3253800,earthquake,2010-02-08T02:46:26.785Z,2013-07-09T14:17:00.000Z,175.73383,-38.93144,1.288,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,4,0.054,179,0.08757,0.302
3253798,earthquake,2010-02-08T02:40:39.108Z,2013-07-09T14:17:00.000Z,175.72041,-38.93056,1.411,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,6,0.050,154,0.09897,0.257
3253762,earthquake,2010-02-08T00:51:39.542Z,2013-07-09T14:17:00.000Z,179.40443,-37.43769,2.684,12,ML,operator assigned,GROPE,reviewed,,nz1dr,8,5,5,0.882,321,0.15721,0.149
3253760,earthquake,2010-02-08T00:43:56.813Z,2013-07-09T14:17:00.000Z,173.92198,-41.0121,2.276,56.4874,ML,,GROPE,reviewed,,nz1dr,14,10,7,0.209,81,0.23043,0.2
3253744,earthquake,2010-02-07T23:52:36.809Z,2013-07-09T14:17:00.000Z,167.41187,-45.08925,3.026,117.144,ML,,GROPE,reviewed,,nz1dr,13,9,9,0.419,199,0.11934,0.207
3253731,earthquake,2010-02-07T23:13:34.854Z,2013-07-09T14:17:00.000Z,177.62874,-37.58685,2.772,86.3156,ML,,GROPE,reviewed,,nz1dr,9,5,4,0.210,237,0.12083,0.189
3253730,earthquake,2010-02-07T23:10:08.685Z,2013-07-09T14:17:00.000Z,177.66313,-37.64941,2.756,49.5344,ML,,GROPE,reviewed,,nz1dr,9,5,4,0.144,226,0.23026,0.091
3253728,earthquake,2010-02-07T23:02:05.645Z,2013-07-09T14:17:00.000Z,175.56805,-40.9698,1.718,26.1917,ML,,GROPE,reviewed,,nz1dr,9,5,5,0.081,119,0.12166,0.271
3253727,earthquake,2010-02-07T22:57:47.353Z,2013-07-09T14:17:00.000Z,178.64117,-35.38597,4.108,211.565,ML,,GROPE,reviewed,,nz1dr,20,17,32,2.191,326,0.13581,0.202
3253724,earthquake,2010-02-07T22:47:38.099Z,2013-07-09T14:17:00.000Z,173.38692,-40.37673,3.47,195.29,ML,,GROPE,reviewed,,nz1dr,52,47,9,0.589,144,0.13562,0.113
3253712,earthquake,2010-02-07T22:14:00.629Z,2013-07-09T14:17:00.000Z,172.60168,-41.25853,3.717,211.1703,ML,,GROPE,reviewed,,nz1dr,25,21,21,0.434,132,0.16657,0.364
3253686,earthquake,2010-02-07T21:13:33.463Z,2013-07-09T14:17:00.000Z,175.84973,-38.11447,3.724,189.2823,ML,,GROPE,reviewed,,nz1dr,42,37,22,1.004,213,0.22859,0.169
3253678,earthquake,2010-02-07T20:51:13.375Z,2013-07-09T14:17:00.000Z,177.39088,-38.22248,2.634,37.809,ML,,GROPE,reviewed,,nz1dr,14,10,4,0.156,95,0.24177,0.18
3253657,earthquake,2010-02-07T19:47:14.477Z,2013-07-09T14:17:00.000Z,178.07085,-38.52602,2.339,12,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,1,0.302,278,0.18556,
3253656,earthquake,2010-02-07T19:43:16.848Z,2013-07-09T14:17:00.000Z,173.37349,-40.32933,3.144,202.9608,ML,,GROPE,reviewed,,nz1dr,21,17,13,0.631,188,0.18525,0.282
3253649,earthquake,2010-02-07T19:23:16.366Z,2013-07-09T14:17:00.000Z,177.84698,-38.56443,2.709,17.6392,ML,,GROPE,reviewed,,nz1dr,18,13,7,0.158,100,0.19653,0.084
3268944,earthquake,2010-02-07T19:22:23.215Z,2013-07-09T14:57:00.000Z,178.68291,-38.35759,2.361,33,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,4,0.395,294,0.18069,0.102
3253630,earthquake,2010-02-07T18:31:13.234Z,2013-07-09T14:17:00.000Z,168.51849,-44.13602,2.16,2,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,7,0.202,200,0.25084,0.278
3253608,earthquake,2010-02-07T17:31:35.324Z,2013-07-09T14:17:00.000Z,175.86008,-38.49628,3.369,132.2635,ML,,GROPE,reviewed,,nz1dr,35,31,7,0.789,198,0.2712,0.184
3253604,earthquake,2010-02-07T17:16:12.315Z,2013-07-09T14:17:00.000Z,172.44673,-42.79499,2.601,20.8492,ML,,GROPE,reviewed,,nz1dr,11,8,8,0.130,106,0.19094,0.32
3253593,earthquake,2010-02-07T16:41:31.129Z,2013-07-09T14:17:00.000Z,177.5414,-37.27235,2.256,98.7373,ML,,GROPE,reviewed,,nz1dr,6,3,2,0.521,319,0.02506,0.11
3253590,earthquake,2010-02-07T16:33:41.277Z,2013-07-09T14:17:00.000Z,174.82468,-39.41869,1.73,32.1455,ML,,GROPE,reviewed,,nz1dr,13,8,7,0.297,190,0.12463,0.149
3253585,earthquake,2010-02-07T16:20:23.974Z,2013-07-09T14:17:00.000Z,177.85573,-38.97735,1.902,33,ML,operator assigned,GROPE,reviewed,,nz1dr,8,5,3,0.057,145,0.25016,0.109
3253583,earthquake,2010-02-07T16:14:54.072Z,2013-07-09T14:17:00.000Z,172.61388,-41.27789,3.41,191.4969,ML,,GROPE,reviewed,,nz1dr,22,19,18,0.455,128,0.13515,0.266
3253580,earthquake,2010-02-07T16:09:46.214Z,2013-07-09T14:17:00.000Z,175.91975,-40.6783,2.056,24.8221,ML,,GROPE,reviewed,,nz1dr,14,10,10,0.103,92,0.13113,0.175
3268917,earthquake,2010-02-07T15:17:16.990Z,2013-07-09T14:57:00.000Z,175.78223,-38.99817,1.808,6.812,ML,,GROPE,reviewed,,nz1dr,10,5,6,0.062,156,0.05764,0.215
3253561,earthquake,2010-02-07T15:16:19.431Z,2013-07-09T14:17:00.000Z,177.25305,-37.19476,3.479,150.1795,ML,,GROPE,reviewed,,nz1dr,24,19,7,0.702,226,0.13886,0.159
3253560,earthquake,2010-02-07T15:14:47.069Z,2013-07-09T14:17:00.000Z,175.78658,-38.99554,1.6,7.6058,ML,,GROPE,reviewed,,nz1dr,12,7,8,0.058,131,0.06008,0.268
3268909,earthquake,2010-02-07T15:14:44.899Z,2013-07-09T14:57:00.000Z,176.68633,-39.88273,2.06,53.8479,ML,,GROPE,reviewed,,nz1dr,14,9,8,0.170,79,0.2397,0.152
3253556,earthquake,2010-02-07T15:03:34.206Z,2013-07-09T14:17:00.000Z,175.75273,-38.91609,1.501,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,6,6,0.050,139,0.12071,0.219
3253549,earthquake,2010-02-07T14:47:38.921Z,2013-07-09T14:17:00.000Z,175.89148,-39.27571,2.968,67.8745,ML,,GROPE,reviewed,,nz1dr,55,50,10,0.171,32,0.2649,0.137
3253548,earthquake,2010-02-07T14:45:46.144Z,2013-07-09T14:17:00.000Z,176.24211,-40.18985,1.888,26.2228,ML,,GROPE,reviewed,,nz1dr,9,5,5,0.125,129,0.16393,0.283
3253546,earthquake,2010-02-07T14:40:04.136Z,2013-07-09T14:17:00.000Z,175.78053,-38.98207,1.446,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,4,0.061,137,0.09865,0.268
3253542,earthquake,2010-02-07T14:30:02.895Z,2013-07-09T14:17:00.000Z,177.90974,-38.868,2.047,33,ML,operator assigned,GROPE,reviewed,,nz1dr,10,7,3,0.060,185,0.16436,0.125
3253541,earthquake,2010-02-07T14:25:43.986Z,2013-07-09T14:17:00.000Z,175.782,-38.99469,1.633,7.6179,ML,,GROPE,reviewed,,nz1dr,16,13,13,0.062,79,0.06878,0.231
3253534,earthquake,2010-02-07T14:09:09.977Z,2013-07-09T14:17:00.000Z,175.79654,-38.98813,1.517,7.1183,ML,,GROPE,reviewed,,nz1dr,7,4,4,0.049,149,0.05214,0.23
3253533,earthquake,2010-02-07T14:07:41.512Z,2013-07-09T14:17:00.000Z,175.78275,-39.0037,1.452,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,7,9,0.064,89,0.07701,0.253
3253531,earthquake,2010-02-07T13:57:44.859Z,2013-07-09T14:17:00.000Z,166.00948,-46.97765,2.597,33,ML,operator assigned,GROPE,reviewed,,nz1dr,9,6,6,1.365,303,0.33242,0.3
3253517,earthquake,2010-02-07T13:22:33.679Z,2013-07-09T14:17:00.000Z,175.45172,-39.15533,2.824,133.6726,ML,,GROPE,reviewed,,nz1dr,18,14,13,0.128,202,0.1947,0.286
3268484,earthquake,2010-02-07T12:41:38.514Z,2013-07-09T14:57:00.000Z,167.26108,-45.56496,1.69,13.489,ML,,GROPE,reviewed,,nz1dr,6,3,3,0.124,198,0.02225,0.165
3253503,earthquake,2010-02-07T12:40:38.430Z,2013-07-09T14:17:00.000Z,176.94128,-39.79138,1.961,51.6465,ML,,GROPE,reviewed,,nz1dr,9,5,5,0.050,223,0.11046,0.186
3253502,earthquake,2010-02-07T12:34:41.267Z,2013-07-09T14:17:00.000Z,174.74806,-40.58607,1.677,12,ML,operator assigned,GROPE,reviewed,,nz1dr,8,5,5,0.302,247,0.15156,0.246
3253489,earthquake,2010-02-07T11:54:37.065Z,2013-07-09T14:17:00.000Z,-179.54375,-38.21169,3,33,ML,operator assigned,GROPE,reviewed,,nz1dr,15,12,10,1.740,306,0.17432,0.142
3253479,earthquake,2010-02-07T11:23:18.986Z,2013-07-09T14:17:00.000Z,175.88887,-40.38042,1.71,30.3284,ML,,GROPE,reviewed,,nz1dr,10,6,6,0.093,108,0.10489,0.217
3253475,earthquake,2010-02-07T11:15:05.818Z,2013-07-09T14:17:00.000Z,176.57956,-40.28926,2.733,25.237,ML,,GROPE,reviewed,,nz1dr,24,20,14,0.047,142,0.3027,0.142
3253464,earthquake,2010-02-07T10:44:16.696Z,2013-07-09T14:16:00.000Z,176.81949,-39.72807,3.006,41.3499,ML,,GROPE,reviewed,,nz1dr,34,30,13,0.081,76,0.22388,0.167
3253462,earthquake,2010-02-07T10:43:28.511Z,2013-07-09T14:16:00.000Z,176.58534,-40.42108,2.14,28.9965,ML,,GROPE,reviewed,,nz1dr,14,10,10,0.093,196,0.27962,0.212
3253461,earthquake,2010-02-07T10:38:01.533Z,2013-07-09T14:16:00.000Z,175.82559,-38.94127,1.576,6.3859,ML,,GROPE,reviewed,,nz1dr,10,7,7,0.045,163,0.0445,0.347
3253449,earthquake,2010-02-07T10:08:25.667Z,2013-07-09T14:16:00.000Z,173.74127,-41.21362,2.208,63.8486,ML,,GROPE,reviewed,,nz1dr,12,9,6,0.265,137,0.30775,0.255
3253447,earthquake,2010-02-07T10:04:33.674Z,2013-07-09T14:16:00.000Z,166.89626,-46.01044,2.385,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,6,0.573,240,0.17227,0.162
3253441,earthquake,2010-02-07T09:49:36.667Z,2013-07-09T14:16:00.000Z,175.72989,-39.02059,1.633,7.1634,ML,,GROPE,reviewed,,nz1dr,12,8,9,0.052,131,0.06906,0.201
3268464,earthquake,2010-02-07T09:45:43.374Z,2013-07-09T14:57:00.000Z,175.72273,-39.03482,1.633,10.2517,ML,,GROPE,reviewed,,nz1dr,5,3,2,0.062,277,0.02436,0.34
3253438,earthquake,2010-02-07T09:44:53.707Z,2013-07-09T14:16:00.000Z,176.74774,-38.05573,1.085,3,ML,operator assigned,GROPE,reviewed,,nz1dr,12,8,2,0.002,107,0.09096,0.121
3253436,earthquake,2010-02-07T09:42:04.116Z,2013-07-09T14:16:00.000Z,175.73505,-39.02289,1.905,6.7076,ML,,GROPE,reviewed,,nz1dr,26,23,11,0.056,54,0.16249,0.147
3265070,earthquake,2010-02-07T09:37:15.341Z,2013-07-09T14:44:00.000Z,167.58913,-44.93397,2.158,73.1147,ML,,GROPE,reviewed,,nz1dr,9,6,6,0.353,193,0.19181,0.143
3265012,earthquake,2010-02-07T09:35:22.217Z,2013-07-09T14:44:00.000Z,176.7872,-40.03971,2.035,44.7402,ML,,GROPE,reviewed,,nz1dr,10,6,6,0.058,124,0.1657,0.163
3253434,earthquake,2010-02-07T09:34:51.991Z,2013-07-09T14:16:00.000Z,174.17516,-40.46489,2.06,80.0837,ML,,GROPE,reviewed,,nz1dr,14,10,5,0.389,107,0.25997,0.272
3253432,earthquake,2010-02-07T09:30:27.804Z,2013-07-09T14:16:00.000Z,178.98694,-37.6956,3.082,24.3571,ML,,GROPE,reviewed,,nz1dr,14,11,15,0.556,286,0.13484,0.283
3253431,earthquake,2010-02-07T09:28:15.551Z,2013-07-09T14:16:00.000Z,176.74332,-38.05684,,5,,operator assigned,GROPE,reviewed,,nz1dr,9,5,,0.005,123,0.11845,
3253423,earthquake,2010-02-07T09:09:08.977Z,2013-07-09T14:16:00.000Z,176.35457,-40.13802,2.109,47.4874,ML,,GROPE,reviewed,,nz1dr,12,8,7,0.097,78,0.15345,0.119
3253413,earthquake,2010-02-07T08:40:38.996Z,2013-07-09T14:16:00.000Z,172.22615,-41.81479,2.45,90.871,ML,,GROPE,reviewed,,nz1dr,11,7,2,0.510,148,0.26557,0.167
3253410,earthquake,2010-02-07T08:33:00.415Z,2013-07-09T14:16:00.000Z,167.57112,-44.92834,2.459,72.0769,ML,,GROPE,reviewed,,nz1dr,11,8,9,0.586,197,0.09834,0.247
3263656,earthquake,2010-02-07T07:04:41.433Z,2013-07-09T14:38:00.000Z,178.45222,-38.25622,2.269,56.9853,ML,,GROPE,reviewed,,nz1dr,8,4,3,0.239,260,0.12702,0.17
3253378,earthquake,2010-02-07T07:03:50.320Z,2013-07-09T14:16:00.000Z,167.66914,-44.85916,2.338,81.2625,ML,,GROPE,reviewed,,nz1dr,9,6,6,0.260,194,0.13681,0.149
3253372,earthquake,2010-02-07T06:52:43.858Z,2013-07-09T14:16:00.000Z,175.55658,-41.31698,2.105,25.1631,ML,,GROPE,reviewed,,nz1dr,17,10,10,0.252,172,0.18148,0.171
3253356,earthquake,2010-02-07T05:57:45.746Z,2013-07-09T14:16:00.000Z,177.19969,-39.00716,2.34,30.5485,ML,,GROPE,reviewed,,nz1dr,23,17,12,0.076,61,0.16858,0.305
